 Can You Feel My Heart - BRING ME THE HORIZON (Katy Jackson)	102.41	Expert	1.39★	0000-0000
 Weapon - 	102.41	Expert	2.58★	3171-2254
 Burn It Down - AWOLNATION	102.41	Hard	2.6★	2791-1964
 This Isn't Rocket Science - F-777	102.4	Expert	2.57★	3366-2436
 Kamikaze - MO	102.38	Expert	2.56★	2674-1864
 The Game Brass - Dracula's Castle - 	102.33	Hard	1.75★	2776-1951
 Captain Jack - GRANDALE MIX	102.28	Expert	2.45★	246-148
 DDU-DU DDU-DU - BLACKPINK ????	102.21	Expert	2.56★	2926-2076
 We Are Number One - (Dubstep Remix)	102.21	Expert	2.51★	2030-1411
 cYsmix - Escapism (BilliumMoto Flip) - 	102.18	Expert	2.56★	800-528
 Light It Up - Major Lazer feat. Nyla & Fuse ODG	102.14	Expert	2.55★	2127-1472
 Overlord 2 Opening - 	101.99	Expert	2.78★	2311-1596
 Oceans - Coasts	101.98	Expert	2.55★	
 We Are Number One - but it's a Beat Saber custom track	101.98	Expert	2.75★	411-244
 Resurrected - Zomboy	101.89	Expert	2.46★	1481-1039
 KinjaBang - Mapped by AznPenguinPanda	101.88	Expert	2.55★	2100-1457
 Sh0ut - SawanoHiroyuki[nZk]	101.88	Expert	2.56★	1612-1138
 Crossing Field - 	101.88	Expert	2.54★	1419-992
 Senbonzakura Feat.Hatsune Miku - Kurousa-P	101.88	Hard	2.55★	731-481
 Angels & Demons - 	101.87	Expert	2.55★	1898-1320
 Undertale Red (Fan Game) - Red Pacifist Run	101.85	Expert	2.46★	1556-1093
 IMAGE -MATERIAL- (Version 0) - Tatsh	101.85	Expert+	2.57★	967-650
 Supermassive Black Hole - Muse	101.69	Expert	2.54★	2860-2025
 Eclipse - Jim Yosef	101.63	Expert	2.44★	640-411
 Quit - Ariana Grande & Cashmere - Ariana Grande & Cashmere	101.57	Expert	2.33★	1597-1127
 BTH 4 - SELFIE - (Charted by M.Rappold)	101.47	Expert+	2.53★	2827-1997
 Soldiers - Otherwise	101.39	Expert	2.55★	2831-2000
 I Apologize - Five Finger Death Punch	101.28	Expert	2.53★	2734-1912
 Party - 	101.16	Expert	2.54★	3460-2538
 Okinawan Summer - mapped by Aldeas	101.14	Hard	2.53★	177-107
 Eye of the Tiger - Survivor	101.06	Expert	2.47★	5802-5266
 Please No More - 	101	Expert	2.53★	947-637
 D-Tecnolife - Bleach Opening 2	100.98	Expert	2.52★	948-638
 Megitsune - Babymetal	100.95	Expert+	2.61★	3102-2205
 Revolution - The Score	100.88	Expert	2.51★	1916-1334
 Shake It Off - Taylor Swift	100.81	Hard	2.5★	1216-840
 Teopacito feat. Will Stetson - Luis Fonsi ft. Daddy Yankee / R3 Music Box / Omoi	100.79	Expert	2.45★	1785-1246
 Last Summer - Ikson	100.79	Expert	2.52★	1073-729
 39(Thank you) [Hatsune Miku] - sasakure.UK & DECO*27	100.68	Expert	2.54★	2689-1878
 Knights of Cydonia (Single Edit) - Muse	100.6	Expert	2.52★	1167-802
 Don't Say "Lazy" - K-On	100.6	Hard	2.51★	593-380
 BTH 3 - Save Me - (Charted by M.Rappold)	100.59	Expert+	2.41★	2259-1565
 Kiss of Death - Mika Nakashima x Hyde	100.59	Expert+	2.52★	995-670
 Bonfire - Knife Party	100.56	Expert+	2.41★	2164-1494
 Kaizo Trap (Yazer) ScoreFix - Leslie Wai	100.55	Expert	2.52★	3231-2303
 Main Theme (Doom 2016) - Mick Gordon	100.55	Hard	2.54★	1650-1167
 JoJo's BA - Opening 5	100.53	Expert	2.52★	2022-1408
 My Hero Academia Opening 2 - My Hero Academia	100.52	Expert	2.48★	228-133
 Erza's Theme - Fairy Tail	100.47	Expert	2.33★	3151-2239
 Pure Imagination rev. v2 - Ready Player One OST	100.44	Expert	2.75★	753-494
 39(Thank you) [Hatsune Miku] - sasakure.UK & DECO*27	100.4	Expert+	2.55★	2689-1878
 Dribble and Clean (Quad City DJs vs Square Enix) - BotanicSage	100.39	Expert	2.51★	2558-1778
 Love You Love You Love - Mapped by apgrenus	100.36	Expert	2.53★	1411-985
 Unshakable - RiraN	100.29	Hard	2.52★	2629-1838
 Let The Games Begin - AJR - 	100.29	Expert	2.51★	2224-1540
 KVSH - Tokyo Drift - 	100.29	Hard	2.51★	590-377
 Disco Yes - Tom Misch	100.27	Expert+	2.71★	2772-1947
 Flashback - MIYAVI vs KenKen	100.23	Expert	2.51★	1685-1183
 Faded Cheap Thrills - Djs from Mars	100.17	Expert	2.51★	1653-1169
 Peptalk - De Staat	100.15	Expert	2.48★	971-653
 Wakusei Rabbit - Yunomi feat. TORIENA	100.11	Expert+	2.53★	1897-1319
 give it away - red hot chili peppers	100.04	Expert	2.45★	3378-2450
 BLACK or WHITE? - BlackYooh vs. siromaru	100.02	Expert	2.55★	2181-1506
 Koto - CloZee	100.01	Expert	2.4★	1046-707
 Fed's Way - Carrot Bois	100.01	Expert	2.52★	431-257
 Megitsune - Babymetal	99.9	Expert	2.59★	3102-2205
 Plenty of Grit - Slayers Revolution Open	99.9	Hard	2.53★	1708-1200
 Nadiya Roc - 	99.9	Normal	2.53★	2486-1723
 Devour - Shinedown	99.9	Expert+	2.45★	1989-1387
 SommerFagel - (Bassnectar Remix)	99.9	Expert	2.55★	1713-1202
 UP & DOWN - Nanobii	99.8	Expert	2.63★	1803-1254
 Ruriirokingyo to Hanasyoubu - (nmk Eurobeat mix)	99.8	Expert	2.68★	1978-1379
 Soundclash - Flosstradamus & TroyBoi	99.8	Expert	2.53★	1118-763
 Cryosleep - 	99.7	Expert	2.55★	1125-769
 It's Payday! - Simon Viklund & Rob Lundgren	99.7	Expert	2.5★	856-570
 Awe - prototyperaptor	99.7	Expert	2.46★	165-101
 Mistake (Virtual Riot Remix) - 	99.6	Expert	2.49★	1624-1148
 Rainbow Notes - Approaching Nirvana	99.6	Expert	2.45★	893-598
 Banjo-Kazooie Main Title - Grant Kirkhope	99.5	Expert+	2.38★	3063-2174
 Bubble Tea - 	99.5	Expert+	2.55★	2736-1914
 We Killed The Rave - 	99.5	Expert	2.42★	1230-853
 Bad - Christoffer	99.4	Hard	2.55★	2088-1448
 Another Winter - 	99.4	Expert	2.41★	1743-1220
 GIRL LIKE YOU - maroon 5	99.3	Hard	2.49★	2678-1867
 Down The Road - C2C	99.3	Hard	2.49★	2250-1557
 Geki! Teikoku Kagekidan -  - from "Sakura Taisen"	99.3	Expert	2.5★	2191-1514
 Battle! (Lorekeeper Zinnia)  - Shota Kageyama	99.3	Expert	2.49★	2049-1423
 Dimension - Creo	99.2	Expert	2.5★	1554-1091
 Party Rock Anthem - LMFAO	99.2	Expert+	2.41★	1001-675
 Redo - Suzuki Konomi	99.1	Hard	2.49★	1603-1131
 Hitori - "Darling in Franxx" ED4	99	Expert	2.48★	2640-1846
 Ultimate Ascension - Chart by Mystikmol	99	Expert	2.48★	2483-1720
 Master of Your Fate - Teen Titans	99	Expert	2.67★	1181-812
 Crypteque  - Danny Baranowsky	99	Expert	2.44★	745-488
 Battle With Red - [pokemon arrange]	98.9	Expert	2.49★	3394-2466
 Hyadain no Kakata Katamoi-C - (Nichijou OP1) by Hyadain	98.9	Hard	2.22★	3068-2177
 Trixie the Pony Troll - Alex S.	98.9	Expert	2.48★	2608-1818
 Welcome to the Family - Avenged Sevenfold	98.9	Expert	2.42★	1434-1002
 Megitsune - Babymetal	98.8	Hard	2.37★	3102-2205
 1Summer - 	98.7	Expert	2.4★	2671-1862
 Skyline - Charted by SuperToilet	98.7	Expert	2.48★	1153-791
 Blow Me Away - Breaking Benjamin	98.7	Expert	2.4★	1092-745
 Flexicution - Logic	98.7	Expert	2.39★	101-55
 Put a Donk on it - Blackout Crew	98.6	Expert	2.39★	2041-1417
 Shut Up and Dance - WALK THE MOON	98.5	Expert	2.46★	2811-1982
 Simple And Clean (Ray Of Hope Remix) - Kingdom Hearts 2.8	98.5	Expert	2.46★	859-573
 Song of Storms METAL - 	98.5	Expert	2.39★	784-517
 Ready to Go - 	98.5	Expert	2.47★	587-374
 Iconic - prototyperaptor	98.5	Expert	2.42★	487-299
 Witch Doctor (Ooh Eeh Ooh Ah Aah Ting Tang Walla Walla Bing Bang) - The Cartoons	98.4	Expert	2.49★	2554-1774
 Rock da Juice - The Dude	98.4	Hard	2.48★	1948-1355
 Stella - 	98.4	Expert	2.46★	2280-1577
 oddloop - frederic	98.4	Expert	2.41★	1938-1348
 Lethargy - Bastille	98.3	Expert	2.46★	1358-945
 Sonne - Rammstein	98.3	Expert	2.37★	993-669
 The Fall - 	98.3	Expert	2.34★	951-641
 Braindead - Mapped by 20/20 Gamer	98.3	Expert	2.45★	238-141
 Tim - CORI x Awero	98.2	Expert	2.48★	2606-1816
 Killing In The Name - 	98.2	Hard	2.46★	2251-1558
 I Am... All Of Me - Crush 40 - Shadow The Hedgehog	98.2	Expert	2.42★	1966-1369
 Kakattekoiyo - NakamuraEmi	98.2	Expert	2.47★	454-275
 JoJo's BA - Opening 1	98.2	Hard	2.46★	324-190
 Five Nights at Freddy's 1 Song - 	98.1	Expert	2.48★	1215-839
 LIKEY - 	98.1	Expert	2.46★	5436-4871
 Boku no Pico - Opening Theme	98	Expert	2.45★	3582-2681
 No No No - TheFatRat	98	Hard	2.5★	3026-2148
 Baby's On Fire - Die Antwoord	98	Hard	2.47★	1892-1314
 FUKKIRETA - 	98	Expert	2.45★	1047-708
 The Noise of Rain - [English/Japanese Cover]	98	Expert	2.4★	129-75
 Time Lapse (1 Handed Mode) - The Fat Rat	97.9	Expert+	2.45★	1876-1301
 Bass Cannon - (Map By QuiqueLocoXDDDD)	97.8	Expert	2.15★	265-159
 Seaguls Stop It Now - Bad Lip Reading	97.7	Expert	2.44★	3337-2403
 Dragonmaid Opening - Fhána	97.7	Expert	2.44★	1200-826
 Tower Light Fireworks - iMeiden	97.6	Expert	2.43★	748-490
 America Fuck Yeah - Team America	97.6	Expert	2.32★	591-378
 Burn - Ellie Goulding	97.5	Expert	2.41★	2302-1590
 First Of The Year (Equinox) - 	97.5	Expert	2.43★	574-364
 Mausoleum Mash (1-3) - Crypt of the Necrodancer	97.4	Expert	2.45★	1865-1296
 What Is Love - Haddaway	97.3	Hard	2.39★	2393-1655
 Face to face - Daft Punk	97.3	Hard	2.43★	1357-944
 Mr.Roboto - Styx - 	97.2	Expert	2.45★	3291-2351
 I Fall Apart - Post Malone	97.1	Expert	2.49★	2059-1427
 Kiss of Death - Mika Nakashima x Hyde	97.1	Expert	2.32★	995-670
 Kodokushi - Kami	97.1	Expert	2.43★	253-152
 Radioactive  - Cranberry	97	Expert	2.42★	3074-2181
 Nazi Punks GTFO - Mick Gordon	97	Expert+	2.51★	2419-1675
 Practise Book For Youth(TF Boys) - 	97	Expert	2.44★	2411-1667
 It's art - 	97	Expert	2.46★	1032-696
 Silhouette Naruto OP16 - Raon Lee	97	Expert	2.61★	845-561
 You are the Miserable - 	97	Expert	2.43★	264-158
 Konga Conga Kappa (King Konga) - Crypt of the Necrodancer	96.9	Expert	2.45★	3049-2164
 Immortal Flame (ft. Anna Yvette) - Panda Eyes & Teminite	96.9	Expert	2.45★	2516-1747
 Mundo - Chart by Mystikmol	96.9	Expert	2.4★	2180-1505
 Gourmet Race [Dubstep Remix] - ColBreakz	96.9	Expert	2.5★	1619-1144
 Sledgehammer - Savant	96.9	Expert+	2.35★	1629-1153
 Rummors - NEFFEX	96.9	Expert	2.43★	1061-720
 Yeah! - Usher	96.8	Hard	2.33★	3467-2545
 YuGiOh Theme Song - Duel Monsters	96.8	Expert	2.41★	3424-2498
 99 MOB CHOIR - Mob Psycho 100 OP	96.7	Expert+	2.25★	2604-1814
 Carnivores - Creo	96.6	Expert+	2.46★	1149-788
 ILY - Panda Eyes	96.4	Hard	2.43★	3468-2546
 Monster - Reol	96.4	Expert	2.42★	1506-1057
 Tonight Is the Night - Outasight	96.2	Expert	2.29★	2877-2040
 Arby 'n' The Chief Season 6 Main Theme - Jon CJ Graham	96.2	Hard	2.42★	1718-1205
 UNTOUCHABLE  - (Feat. McconnellRet)	96.2	Hard	2.2★	1590-1120
 Born This Way - Mapped by zack32h	96.1	Expert	2.34★	3326-2392
 Sorry - Justin Bieber	96.1	Expert	2.41★	2723-1904
 Love Scenario - Love Scenario	96.1	Expert	2.41★	2031-1412
 Darkness - ?StyleP?	96.1	Expert	2.34★	653-421
 I Need My Memories Back (feat. Aja Volkman) - The Glitch Mob	96	Expert	2.41★	862-575
 give it away - red hot chili peppers	95.9	Hard	2.4★	3378-2450
 Higher (Lakechild remix) - Cajsa Siik	95.9	Expert	2.39★	3091-2195
 Spider Dance - Undertale OST	95.9	Hard	2.36★	2325-1608
 Babybaby - Tanuki	95.8	Expert	2.23★	2298-1587
 What Is Love - Haddaway	95.7	Expert	2.4★	2393-1655
 Berserk - DJ S3rl ft Iceman	95.7	Expert	2.45★	2326-1609
 The Mystic - Adam Jensen	95.7	Expert	2.38★	999-673
 Lone Digger - 	95.7	Expert	2.44★	356-209
 Bat Country - Avenged Sevenfold	95.6	Expert	2.4★	2357-1630
 Guardians Of Asgaard - 	95.6	Hard	2.42★	258-154
 BTH 5 - Take Me High - (Charted by M.Rappold)	95.5	Expert+	2.4★	3247-2319
 WITCH DOCTOR - RIGHT VERSION  - 	95.5	Hard	2.41★	2404-1662
 Sayim (MONXX Remix) - Squinto	95.5	Expert	2.4★	2166-1496
 This is America (1.2) - Childish Gambino	95.5	Expert	2.36★	879-588
 Die Young - 	95.5	Hard	2.28★	571-362
 Toumei Elegy - (Mapped by Calijor)	95.4	Hard	2.37★	5522-4967
 The Squeaky Wheel - 	95.4	Expert	2.39★	3483-2562
 Space Battleship Yamato - Odyssey of the Celestial Ark OST	95.4	Expert	2.39★	2101-1458
 Hand in Hand - Hatsune Miku	95.3	Hard	2.39★	3282-2343
 Board Game - Koven	95.3	Expert	2.39★	2318-1601
 Animals - Martin Garrix	95.3	Expert	2.4★	1548-1088
 Tequila Remix - J. Rabbit	95.3	Hard	2.39★	1270-884
 Last Surprise - Persona 5	95.3	Expert	2.32★	419-250
 Cake By The Ocean. - 	95.2	Hard	2.35★	2806-1978
 Beelzeboss - The Final Showdown	95.2	Expert+	2.28★	1469-1030
 Me Like Yuh - 	95.2	Expert	2.38★	437-262
 Angels - (Map By QuiqueLocoXDDDD)	95.2	Expert	2.33★	366-217
 Nantsutte Tsuchatta - MAD Remix	95.1	Expert	2.36★	1841-1278
 I Just - Red Velvet	95.1	Hard	2.4★	1681-1179
 Hey Ya - 	95.1	Expert	2.33★	642-413
 Knife Party - Internet Friends (Short version) - 	95	Expert	2.3★	2735-1913
 BANG BANG BANG - BIG BANG	95	Expert	2.4★	2599-1810
 Pursuit~ Lying Coldly - Ace Attorney Investigations: Miles Edgeworth	95	Expert	2.36★	1998-1393
 Diva Dance - The Fifth Element - Mapped by The_Chief	95	Hard	2.37★	1564-1099
 I'll Make a Man out of You - Disney's Mulan	95	Expert	2.38★	1119-764
 Speed Over Beethoven - 	94.9	Expert	2.37★	2577-1792
 Rock It - Tokyo Machine	94.9	Expert	2.36★	1468-1029
 BTH - Our Demons - (Charted by M.Rappold)	94.9	Expert+	2.3★	1226-849
 Stuck In The Middle - Stealer's Wheel	94.8	Hard	2.38★	2655-1854
 Baby I'm Yours - Breakbot	94.8	Expert	2.28★	2580-1794
 Best Friends Until the End of Time (Aurellah Remix) - Daniel Ingram	94.8	Hard	2.31★	2507-1740
 Sons of Babel - 	94.8	Expert	2.34★	1430-999
 コネクト - connect	94.7	Expert	2.38★	5776-5240
 Hei Feng Li - 	94.7	Expert	2.38★	2438-1687
 Paris - 	94.7	Expert	2.42★	2160-1490
 Battle! (Lorekeeper Zinnia)  - Shota Kageyama	94.7	Hard	2.37★	2049-1423
 Immortal Flame feat. Anna Yvette - Panda Eyes & Teminite	94.6	Expert	2.36★	2456-1698
 Astrogazer - D.J Totto - 	94.6	Expert	2.3★	837-554
 Moonlight - XXXTENTACION	94.4	Hard	2.21★	2141-1479
 YMCA By Village People - No bombs Version	94.4	Normal	2.36★	946-636
 Lean Wit Me - 	94.3	Hard	2.32★	2202-1522
 We Can Make The World Stop - 	94.3	Expert	2.27★	1515-1063
 Headless Beast - Pause Ahead Side A - Bill Kiley	94.3	Hard	2.36★	1453-1015
 Way Back - 	94.3	Expert	2.33★	1121-766
 X Gon' Give It To Ya - DMX	94.2	Expert	2.28★	2559-1779
 Party Till We Die - Timmy Trumpet (feat. Andrew WK)	94.2	Expert	2.28★	1591-1121
 Polish Girl - Neon Indian	94.2	Expert	2.25★	694-457
 DK Rap (JP Version) - 	94.2	Expert	2.09★	91-49
 Mashup Vol. 1 - By ToRRent	94.1	Hard	2.42★	2301-1589
 She's Got Me Dancing - Tommy Sparks	94.1	Expert	2.27★	1401-975
 Cameo Lover - 	94.1	Expert	2.37★	1243-863
 Energy Drink - Chart By Moriik	94	Expert	2.34★	3381-2453
 Break In To Break Out - Persona 5	94	Expert	2.35★	1879-1303
 Down Under - Men at Work	94	Expert	2.34★	1257-874
 Waiting For The Night - Armin Van Buuren	94	Expert	2.36★	786-519
 Over Again - Mike Shinoda	93.9	Expert	2.35★	1171-805
 Hero (Serious Sam 3) - Damjan Mravunac	93.8	Expert	2.43★	2771-1946
 Pompeii - 	93.8	Hard	2.34★	2467-1708
 The Girl  - (Hellberg, Cozi Zuehlsdorff)	93.8	Expert	2.35★	2288-1582
 Can't Beat Airman - feat. Hanatan	93.8	Expert	2.31★	1722-1208
 Feel It Still - Portugal. The Man	93.8	Expert	2.36★	1249-868
 Escape From The City - Sonic Adventure 2	93.8	Expert	2.35★	557-351
 Rising Hope - 	93.7	Expert	2.33★	2106-1463
 Ink Me Up (1st Concert) - Splatoon OST	93.7	Expert+	2.35★	1480-1038
 Zephyr - 	93.7	Expert	2.35★	1072-728
 No, Thank you! - K-On	93.6	Expert	2.28★	2105-1462
 Escape - From "Darling in Franxx"	93.6	Expert	2.23★	2091-1450
 Fate?Rebirth - SCL Project	93.6	Expert	2.35★	2038-1415
 Blend W - 	93.6	Expert	2.31★	121-68
 Heroes Tonight - Janji 	93.5	Hard	2.27★	3078-2184
 Gerudo Valley - The Legend of Zelda - Super Smash Bros Wii U	93.5	Expert	2.07★	1764-1232
 Masquerade - M2U - 	93.5	Expert	2.24★	1421-993
 Extraordinary feat Elizaveta - Pegboard nerds & Spyker	93.5	Expert	2.34★	1192-820
 What You Know - Two Door Cinema Club	93.5	Expert	2.34★	1107-756
 Love Taste (w/ Jamie Paige & Shiki) - Moe Shop	93.5	Expert	2.31★	1025-691
 Gypsy Woman - Mapped Phychic_Ninja	93.5	Expert	2.35★	977-658
 Glitz at the Ritz - Gavin Luke	93.4	Expert	2.26★	2938-2083
 The Flash CW Theme - Blake Neely	93.4	Expert	2.35★	2659-1856
 Renegade - phoenix7700	93.3	Expert	2.54★	2704-1889
 The Girl - Hellberg	93.3	Expert	2.33★	1690-1187
 Infected - 	93.3	Expert	2.23★	448-272
 Memes - 	93.3	Expert+	2.34★	382-227
 Hikaru Nara (TV size) - Goose house	93.2	Expert	2.34★	3005-2132
 I Was Born to Love U - 	93.2	Expert	2.34★	2249-1556
 Future Retro - 	93.2	Hard	2.24★	2111-1467
 We Will Rock You - Queen	93.2	Expert	2.24★	1068-725
 Clint Eastwood - Gorillaz	93.2	Expert	2.24★	828-549
 Get Down - BJJ	93.1	Expert	2.33★	2342-1619
 Joker and the Thief - Wolfmother	93.1	Hard	2.33★	1255-872
 Red - 	93.1	Expert	2.33★	902-603
 This Girl - Kungs	93	Hard	2.33★	746-489
 The Veldt - Deadmau5	93	Hard	2.32★	643-414
 Good Times Roll - Griz x Big Gigantic	92.9	Expert	2.25★	3931-3101
 Ode To Sleep - Twenty One Pilots	92.9	Expert	2.32★	3116-2214
 Hammer - Nothing, Nowhere Cover	92.9	Expert	2.32★	1644-1163
 Can't Hold Us - Macklemore	92.9	Expert	2.25★	195-3422
 Star Sky (Instrumental) - Two Steps From Hell	92.8	Expert	2.32★	1264-879
 Giving Bad People Good Ideas - Death Grips	92.7	Expert	2.32★	2889-2046
 Ninelie (REDSHiFT & Vesuvia Remix) - Kabaneri ED	92.7	Expert+	2.24★	1409-983
 World's End Dancehall - ft. Miku & Luka	92.7	Expert	2.32★	997-671
 The Jester's Dance - 	92.7	Expert	2.36★	956-645
 How it is - Wap Bap	92.7	Hard	2.33★	602-386
 Snow Halation - by µ's	92.6	Expert	2.24★	2696-1882
 Only My Railgun (TV size) - fripSide	92.6	Expert	2.32★	2182-1507
 Braumix - League of Legends Community Colab	92.6	Expert	2.29★	1608-1135
 Born to be alive - Born to be alive	92.6	Expert	2.36★	945-635
 Thought Contagion - Muse	92.6	Expert	2.27★	428-255
 Test Drive - John Powell	92.5	Hard	2.31★	4686-5376
 Simple And Clean (PLANITb Remix) - Utada Hikaru	92.5	Expert	2.35★	2328-1611
 Caramelldansen - Carmell (Beat Saber Edit)	92.5	Expert	2.27★	2131-1474
 Billions Speech - Donald Trump	92.5	Expert	2.31★	1995-1391
 I Gotta Feeling - The Black Eyed Peas	92.5	Expert	2.28★	1212-836
 Back Again - Archie	92.4	Expert	2.2★	350-205
 Changes - MUTEMATH	92.3	Expert	2.31★	2333-1614
 Never Regret Anything - Chart by Mystikmol	92.3	Hard	2.32★	1390-968
 Toy - Netta	92.3	Expert	2.28★	1190-818
 The Pretender - v100	92.3	Hard	2.31★	589-376
 TRIP ISLAND - D.K.inc.	92.2	Expert	2.31★	2911-2063
 Short Change Hero - the Heavy	92.2	Expert	2.32★	1539-1081
 killy killy JOKER (TV Size) - 	92.2	Expert	2.32★	654-422
 I Ain't Done - Andy Mineo	92.1	Hard	2.32★	1235-857
 Basics in Behavior [Blue] - The Living Tombstone	92	Expert	2.18★	3288-2430
 Natsuiro Egao de 1 2 Jump! - 	92	Hard	2.3★	3018-2142
 Tomorrow - 	92	Hard	2.3★	2758-1935
 Old Fashioned - 	92	Hard	2.31★	2535-1760
 Lucy (Original Mix) - Seven Lions	92	Expert	2.49★	2358-1631
 No, Thank you! - K-On	92	Hard	2.27★	2105-1462
 Time to be Awesome - 	92	Expert	2.23★	1120-765
 OutKast Hey Ya! - 	92	Expert	2.32★	529-332
 Bangarang - Skrillex	92	Expert	2.3★	358-211
 Sparks - Elektronomia	91.9	Expert	2.31★	3233-2305
 Don't Be Afraid - 	91.9	Hard	2.3★	2299-1588
 Gourmet Race [Dubstep Remix] - ColBreakz	91.9	Hard	2.31★	1619-1144
 Scythe - 	91.9	Expert	2.33★	1122-767
 Who We Are - Carrot Bois	91.9	Expert	2.32★	432-258
 BETTER NOW - Post Malone	91.8	Expert	2.26★	1991-1388
 Thanks for the Memories - Fall Out Boy	91.8	Hard	2.16★	1589-1119
 Fire Hive - Knife Party	91.8	Expert	2.21★	1512-1061
 All Time Low (BOXINLION Remix) - Jon Bellion	91.8	Expert	2.3★	1042-703
 The Office Theme - 	91.7	Expert	1.93★	1429-998
 Heater - Flume	91.7	Expert	2.3★	456-277
 Marisa Stole the Precious Thing - IOSYS	91.7	Expert	2.3★	44-19
 Love The Way You Move (LTWYM) - Slightly Left of Centre	91.5	Expert	2.21★	2625-1834
 Man's Not Hot - Big Shaq	91.5	Expert	2.29★	2253-1560
 A Tiny Spaceship's Final Mission - Fantomenk	91.5	Expert	2.18★	1742-1219
 Black Skinhead - Kanye West	91.5	Expert	2.29★	1465-1026
 BTH - Essence of Life - (Charted by M.Rappold)	91.5	Expert+	2.23★	1225-848
 SUPERMEGAHIT - (feat. Kuplinov?Play)	91.4	Expert	2.29★	2238-1547
 COOKIES - Monstercat Release	91.4	Expert	2.3★	1269-883
 Mazare - Mazare Party - Mazare	91.4	Expert	2.32★	1110-758
 Taiyou Paradise - nao	91.4	Hard	2.29★	1085-739
 Running in the 90's - Max Coveri	91.4	Expert	2.28★	743-487
 THE REGULAR SHOW REMIX - Tha J -Squad	91.3	Expert	2.3★	3150-2238
 Beings - Madeon	91.3	Expert	2.19★	2867-2031
 Killer Queen (Remastered) - Queen	91.3	Expert	2.31★	2739-1917
 Radioactive - modded by Tzahrkiya	91.3	Expert	2.28★	2520-1749
 Stadium Rave - (Jellyfish Jam)	91.3	Expert	2.28★	1191-819
 Senbonzakura - ft. Hatsune Miku	91.3	Hard	2.28★	734-483
 Tear Rain - feat. Emmy	91.3	Expert	2.29★	436-261
 Brother Louie - 	91.3	Expert	2.28★	371-221
 No Money - Galantis	91.2	Expert	2.28★	3194-2273
 Genesis (TV Size) - 	91.2	Expert	2.25★	1431-1000
 Blood Sugar - Pendulum - 	91.2	Expert	2.25★	1323-920
 Pom Pom - Ninja	91.2	Hard	2.3★	698-461
 Kids - MGMT	91.2	Expert	2.28★	421-251
 We All Become - Darren Korb	91.1	Expert	2.28★	3077-2183
 Motekke! Sailor Fuku - Lucky Star OP (Full Version)	91.1	Hard	2.39★	2767-3118
 Super Smash Bros Ultimate Theme - Nintendo Switch	91.1	Expert	2.63★	1831-1269
 Zurui yo Magnetic Today - Love Live - 	91.1	Hard	2.29★	1776-1239
 Memes - 	91.1	Expert	2.28★	382-227
 Tokyo TakeDown - Boom Kitty - HeliXiX	91	Expert	2.28★	3398-2470
 Goka! Goka!? Phantom Thief! - 	91	Expert	2.3★	2098-1455
 BTH2 - Watching Me - (Charted by M.Rappold)	91	Expert+	2.26★	1830-1268
 Alexander Hamilton - Hamilton, Broadway	91	Expert+	2.27★	1692-1189
 Rescue Girl - 	91	Expert	2.29★	467-285
 Damnation - Mapped by SD	90.9	Expert	2.28★	2557-1777
 Contact - 	90.9	Expert+	2.33★	2363-1633
 Running From the Cops feat. Armanni Reign - Charted By Moriik	90.8	Expert	2.25★	2590-1803
 Uso no Hibana - V2 - fixed	90.8	Expert	2.27★	1771-1236
 Azur Lane VS Yuudachi - piano rock ver	90.8	Expert	2.28★	1976-1377
 Lose My Mind (Radio Edit) - 	90.8	Hard	2.29★	991-667
 Uso no Hibana - 	90.8	Expert	2.27★	192-114
 Ugoku Ugoku - 	90.7	Expert	2.27★	288-176
 MINE DIAMONDS - 	90.7	Expert	2.27★	113-62
 LUVORATORRRRRY! - Reol feat.nqrse	90.7	Expert	2.22★	65-33
 Fire In The Sky (Pop Up! Remix) - 	90.5	Expert	2.24★	1272-885
 Better Off Alone - 	90.5	Expert	2.26★	978-659
 Africa - 	90.5	Expert	2.23★	504-311
 The Game Brass - Dracula's Castle - 	90.4	Expert	2.16★	2776-1951
 Zzz - by Sasaki Sayaka	90.4	Expert	2.26★	2015-1404
 World's End Dancehall - ft. Miku & Luka	90.4	Hard	2.26★	997-671
 HYPE - 	90.4	Hard	2.15★	330-194
 Spoiler - Hyper	90.3	Expert	2.3★	2209-1529
 Electra Heart - Marina and the Diamonds (Betatraxx remix)	90.3	Expert	2.25★	674-437
 Words - Feint (ft. Laura Brehm)	90.3	Expert	2.12★	452-273
 Carpe Diem Pt.3 - FireFarm & AJ Myst	90.2	Expert	2.28★	2841-2009
 Don't Stop Me Now - Mapped by Looneyks	90.2	Expert	2.42★	2095-1453
 How I Could Just Kill A Man - Rage Against the Machine	90.2	Hard	2.26★	900-601
 anemone - slenderbodies	90.2	Expert	2.26★	885-593
 citrus - Chart by Mystikmol	90.1	Expert	2.16★	3010-2136
 Nissim - Gasslamp Killer	90.1	Expert	2.22★	2925-2075
 EC1-I'm on Fire - Approaching Nirvana	90.1	Expert	2.2★	2677-1866
 Nitro Court - Crash Team Racing	90.1	Expert	2.27★	2398-1659
 Can't Beat Airman - feat. Hanatan	90.1	Easy	2.3★	1722-1208
 It's Not Unusual - Tom Jones	90.1	Expert	2.25★	1706-1198
 Let You Go - 	90.1	Expert	2.26★	880-589
 Run Devil Run - 	90	Expert	2.26★	
